alert_id,customer_id,customer_segment,customer_tenure_years,country,counterparty_country,txn_amount,txn_type,counterparty,alert_reason,prior_alerts_90d,is_true_positive
AL005979,C57241,business,3,FR,SG,13551.97,wire,CP8319,pep_match,0,0
AL005980,C28197,retail,10,MX,SY,35990.54,ach,CP2408,sanctions_match,3,0
AL005981,C11024,retail,17,CA,DE,13170.2,ach,CP4653,high_risk_geo,1,0
AL005982,C52535,business,14,JP,JP,2970.33,cash,CP7781,velocity,0,0
AL005983,C91020,retail,15,FR,AE,8469.36,wire,CP7792,high_risk_geo,0,0
AL005984,C27794,retail,25,CA,US,185924.66,wire,CP3657,sanctions_match,0,1
AL005985,C66322,retail,10,DE,FR,8235.41,ach,CP6488,structuring,3,1
AL005986,C51190,retail,16,AU,FR,213567.23,wire,CP7270,sanctions_match,0,1
AL005987,C66052,business,8,DE,NG,10000.0,wire,CP1809,round_amount,3,0
AL005988,C70257,retail,11,US,DE,22324.27,wire,CP2142,high_risk_geo,5,0
AL005989,C96581,retail,17,CA,JP,9313.98,ach,CP2032,structuring,1,0
AL005990,C29767,private,11,TR,TR,178796.62,wire,CP5507,sanctions_match,0,1
AL005991,C44475,retail,23,CA,GB,36477.4,ach,CP9637,dormant_reactivation,0,0
AL005992,C91504,business,5,JP,SG,29537.16,wire,CP7557,pep_match,2,0
AL005993,C76708,retail,18,GB,ZA,10000.0,cash,CP1177,round_amount,1,0
AL005994,C32121,retail,8,AU,DE,2897.5,ach,CP5716,pep_match,0,0
AL005995,C87862,retail,5,GB,AE,22823.74,wire,CP2074,high_risk_geo,0,0
AL005996,C66106,retail,0,SG,SG,9424.72,wire,CP1316,pep_match,1,0
AL005997,C97122,retail,1,AU,AU,4232.94,wire,CP1162,velocity,0,0
AL005998,C91714,private,15,CA,RU,166377.5,ach,CP4548,sanctions_match,0,0
AL005999,C48943,retail,13,FR,US,4129.51,wire,CP9087,velocity,1,0
AL006000,C89220,private,4,JP,NG,1283.86,cash,CP5930,velocity,0,0
AL006001,C15275,retail,20,JP,DE,126354.0,card,CP3656,sanctions_match,0,0
AL006002,C78228,business,5,AU,NG,4549.88,card,CP5828,velocity,0,0
AL006003,C29072,retail,7,BR,DE,9859.49,card,CP6248,high_risk_geo,0,0
AL006004,C12682,retail,4,SG,US,9047.03,card,CP4391,structuring,0,0
AL006005,C77101,retail,6,CA,AU,16477.0,cash,CP7083,pep_match,0,0
AL006006,C52330,private,16,TR,ZA,50000.0,cash,CP9331,round_amount,2,0
AL006007,C13024,business,6,AE,AU,5578.87,ach,CP9158,high_risk_geo,3,0
AL006008,C97699,retail,6,AE,JP,9718.5,ach,CP5223,high_risk_geo,0,0
AL006009,C99046,retail,5,JP,MM,12351.97,card,CP5059,dormant_reactivation,0,0
AL006010,C77834,business,7,JP,BR,20016.57,cash,CP1328,high_risk_geo,2,0
AL006011,C50534,retail,12,BR,GB,100000.0,wire,CP6979,round_amount,2,0
AL006012,C24437,business,11,BR,AU,16951.06,ach,CP3415,high_risk_geo,3,0
AL006013,C75116,retail,7,NG,DE,5000.0,ach,CP1196,round_amount,5,0
AL006014,C46476,private,20,NG,FR,2077.22,ach,CP3882,velocity,0,0
AL006015,C30371,business,20,AU,FR,156.2,ach,CP6815,velocity,0,0
AL006016,C50367,private,21,US,US,167989.18,ach,CP3796,sanctions_match,0,0
AL006017,C62026,retail,3,FR,ZA,36013.9,wire,CP4710,dormant_reactivation,1,1
AL006018,C30790,business,11,SG,AU,8438.81,wire,CP5757,structuring,0,0
AL006019,C21248,retail,1,JP,MX,2966.57,wire,CP7282,velocity,0,0
AL006020,C16244,retail,3,RU,AU,50000.0,card,CP3173,round_amount,0,0
AL006021,C23591,retail,9,DE,JP,4173.0,ach,CP4103,velocity,0,0
AL006022,C89522,business,5,RU,AE,10000.0,card,CP4720,round_amount,0,0
AL006023,C99734,business,21,GB,ZA,4254.6,ach,CP8650,dormant_reactivation,1,0
AL006024,C59716,retail,24,SG,SG,4826.44,wire,CP3337,velocity,2,0
AL006025,C93178,business,10,DE,ZA,2406.1,ach,CP1848,velocity,1,0
AL006026,C63285,retail,13,JP,DE,469.51,wire,CP3966,velocity,0,0
AL006027,C70369,retail,24,US,AU,10000.0,cash,CP6039,round_amount,0,0
AL006028,C15686,retail,10,US,JP,31452.37,card,CP5548,sanctions_match,0,0
AL006029,C74092,business,22,SG,GB,8850.36,cash,CP7560,structuring,1,0
AL006030,C91249,business,20,AU,AU,1099.5,cash,CP6123,velocity,2,0
AL006031,C91200,retail,8,SG,NG,105967.04,ach,CP7462,sanctions_match,0,0
AL006032,C57673,retail,9,MX,NG,21726.52,wire,CP9776,dormant_reactivation,0,0
AL006033,C13209,retail,14,CA,AU,42008.23,wire,CP5036,dormant_reactivation,3,0
AL006034,C72898,business,2,JP,US,40487.99,ach,CP5526,dormant_reactivation,0,0
AL006035,C78899,private,9,CA,VE,61814.76,card,CP1897,sanctions_match,1,0
AL006036,C32809,retail,9,US,SG,35390.78,cash,CP7844,pep_match,0,0
AL006037,C96495,retail,16,BR,SG,1745.41,cash,CP5220,velocity,0,0
AL006038,C83559,retail,0,GB,MX,15694.59,ach,CP3346,high_risk_geo,3,0
AL006039,C18146,retail,9,AU,JP,8139.54,ach,CP4827,structuring,2,0
AL006040,C34853,retail,13,AE,CA,5000.0,ach,CP1246,round_amount,1,0
AL006041,C36182,private,6,SY,JP,2055.01,wire,CP6649,dormant_reactivation,2,0
AL006042,C52308,retail,23,JP,SG,25000.0,ach,CP5896,round_amount,0,0
AL006043,C61136,private,24,BR,AU,215167.48,cash,CP8936,high_risk_geo,3,0
AL006044,C49764,retail,4,GB,SG,5000.0,ach,CP2371,round_amount,0,0
AL006045,C33785,retail,0,TR,CA,1780.54,card,CP1252,velocity,0,0
AL006046,C23389,retail,21,CA,AU,9703.89,ach,CP1493,structuring,0,0
AL006047,C96038,retail,21,FR,DE,51.88,wire,CP8781,velocity,0,1
AL006048,C98625,business,8,ZA,BR,9576.51,ach,CP7102,structuring,0,0
AL006049,C47259,retail,21,NG,GB,2358.36,wire,CP4399,dormant_reactivation,3,0
AL006050,C94373,retail,7,SG,GB,2477.34,ach,CP3147,velocity,1,1
AL006051,C38626,retail,2,GB,TR,8169.1,wire,CP9996,structuring,3,0
AL006052,C88281,private,13,MM,GB,8670.02,card,CP5714,structuring,0,1
AL006053,C37441,retail,11,SG,BR,9084.4,ach,CP2159,structuring,0,0
AL006054,C78881,business,1,NG,FR,4375.14,cash,CP4290,velocity,0,0
AL006055,C17595,retail,15,FR,AU,17879.96,wire,CP9930,high_risk_geo,2,0
AL006056,C49707,private,6,RU,US,25000.0,card,CP2365,round_amount,0,0
AL006057,C21251,retail,9,SG,FR,7335.87,cash,CP4133,pep_match,0,0
AL006058,C17682,retail,4,FR,ZA,24651.24,ach,CP9958,dormant_reactivation,0,0
AL006059,C90842,business,19,JP,ZA,49959.13,ach,CP3855,pep_match,5,1
AL006060,C40911,retail,7,GB,SG,100000.0,card,CP5286,round_amount,2,0
AL006061,C18742,retail,20,BR,FR,5000.0,cash,CP9719,round_amount,0,0
AL006062,C63216,retail,20,DE,US,43819.88,cash,CP2121,pep_match,0,0
AL006063,C14470,business,21,FR,SG,50000.0,wire,CP9289,round_amount,0,0
AL006064,C68681,retail,11,RU,NG,25000.0,ach,CP5266,round_amount,0,0
AL006065,C76457,retail,0,DE,ZA,10987.99,ach,CP5173,dormant_reactivation,1,0
AL006066,C13282,retail,8,CA,GB,2442.69,wire,CP4151,velocity,0,0
AL006067,C26372,retail,3,SG,AU,10000.0,card,CP8620,round_amount,0,0
AL006068,C77271,retail,1,GB,CA,6813.28,ach,CP7002,dormant_reactivation,0,0
AL006069,C37538,retail,9,AE,DE,2819.42,wire,CP4095,velocity,0,0
AL006070,C72510,retail,23,GB,AU,4868.01,ach,CP2472,velocity,0,0
AL006071,C41504,business,17,SG,JP,9612.11,card,CP7261,structuring,1,1
AL006072,C32089,retail,10,CA,GB,14854.87,wire,CP6369,high_risk_geo,0,0
AL006073,C33983,retail,22,DE,GB,215495.76,wire,CP9811,sanctions_match,0,0
AL006074,C37432,retail,9,CA,FR,23515.31,ach,CP3910,pep_match,0,0
AL006075,C34051,retail,6,JP,FR,8108.02,ach,CP3848,structuring,0,0
AL006076,C45381,retail,22,CA,MX,44617.71,card,CP1862,dormant_reactivation,1,0
AL006077,C23088,private,18,AE,SG,8334.51,cash,CP1716,structuring,0,1
AL006078,C19358,retail,25,CA,DE,3160.95,ach,CP6650,velocity,0,0
AL006079,C25785,retail,17,FR,SG,1868.01,ach,CP9524,velocity,2,0
AL006080,C32912,retail,25,JP,US,99311.52,wire,CP3693,sanctions_match,1,0
AL006081,C47649,retail,14,DE,AU,136039.03,wire,CP3158,sanctions_match,0,0
AL006082,C11246,retail,5,JP,US,31760.95,ach,CP4986,dormant_reactivation,0,0
AL006083,C25249,business,1,JP,US,44968.99,wire,CP3661,sanctions_match,0,0
AL006084,C20989,business,2,FR,JP,25428.37,card,CP7074,dormant_reactivation,0,0
AL006085,C54820,retail,22,US,JP,97279.35,card,CP7483,sanctions_match,1,0
AL006086,C11472,business,25,US,CA,3393.14,wire,CP7593,velocity,1,0
AL006087,C53529,retail,19,CA,FR,2486.13,wire,CP3834,velocity,0,0
AL006088,C84559,retail,1,FR,SG,10000.0,ach,CP5734,round_amount,0,0
AL006089,C54051,retail,25,SG,CA,673.81,ach,CP5864,velocity,0,0
AL006090,C70991,retail,9,MM,RU,24712.44,ach,CP6649,high_risk_geo,0,0
AL006091,C51767,retail,6,CA,AU,9641.94,ach,CP1143,structuring,2,0
AL006092,C60264,business,20,MX,CA,9777.14,wire,CP3336,structuring,0,0
AL006093,C35375,retail,18,JP,US,2166.7,ach,CP3396,velocity,0,0
AL006094,C88522,business,4,SG,AU,4886.23,wire,CP1754,velocity,1,0
AL006095,C25268,retail,18,AU,SG,20772.81,ach,CP1352,dormant_reactivation,0,0
AL006096,C12344,retail,13,SG,US,9883.95,ach,CP1692,structuring,0,0
AL006097,C45530,private,5,KP,US,113214.98,ach,CP3306,high_risk_geo,2,0
AL006098,C56336,retail,12,AU,US,50000.0,wire,CP7664,round_amount,0,0
AL006099,C95991,business,14,CA,AU,6062.12,ach,CP9199,high_risk_geo,0,0
AL006100,C33623,retail,16,BR,SG,2801.9,wire,CP9585,velocity,2,0
AL006101,C91124,retail,16,VE,GB,5000.0,ach,CP8148,round_amount,0,0
AL006102,C80647,retail,8,FR,SG,19576.43,ach,CP9027,high_risk_geo,3,0
AL006103,C56863,retail,3,JP,ZA,50000.0,ach,CP5729,round_amount,1,0
AL006104,C84213,business,25,SG,AU,8685.41,ach,CP3245,structuring,2,0
AL006105,C45206,retail,16,JP,JP,66194.44,card,CP4276,sanctions_match,1,0
AL006106,C99981,business,20,JP,CA,16529.42,card,CP5073,high_risk_geo,0,0
AL006107,C75462,retail,17,AU,JP,2742.23,card,CP2783,velocity,1,0
AL006108,C59554,retail,10,GB,CA,22165.56,ach,CP8770,high_risk_geo,0,0
AL006109,C59330,retail,22,BR,GB,4285.09,ach,CP2770,velocity,1,0
AL006110,C48939,business,1,DE,SG,3344.33,ach,CP6010,velocity,2,0
AL006111,C95997,business,15,JP,US,37873.48,wire,CP9508,dormant_reactivation,0,0
AL006112,C72077,retail,17,DE,ZA,5000.0,ach,CP4162,round_amount,0,0
AL006113,C78377,retail,15,FR,DE,19207.38,wire,CP8710,high_risk_geo,5,1
AL006114,C15675,retail,20,TR,AE,377.81,ach,CP7364,velocity,3,1
AL006115,C54950,retail,15,NG,SG,25000.0,card,CP9149,round_amount,1,1
AL006116,C64834,private,16,IR,US,57518.92,wire,CP1064,high_risk_geo,0,0
AL006117,C89507,retail,0,CA,US,19289.4,ach,CP1657,pep_match,0,0
AL006118,C54412,retail,11,GB,AU,31967.95,ach,CP1585,dormant_reactivation,1,0
AL006119,C18204,retail,4,US,FR,7536.37,ach,CP4730,pep_match,1,1
AL006120,C65066,retail,6,TR,AU,4761.31,card,CP3003,velocity,0,0
AL006121,C21174,business,15,DE,SG,31515.25,ach,CP7911,sanctions_match,2,0
AL006122,C45285,business,22,CA,JP,28274.07,ach,CP8861,dormant_reactivation,1,0
AL006123,C62363,retail,21,DE,CA,25000.0,ach,CP9762,round_amount,8,0
AL006124,C11818,business,10,FR,JP,3310.33,card,CP1197,velocity,1,0
AL006125,C79102,retail,3,CA,DE,11517.97,ach,CP7894,dormant_reactivation,3,0
AL006126,C89913,retail,13,DE,JP,5000.0,wire,CP7063,round_amount,0,0
AL006127,C30358,business,0,GB,DE,3771.87,card,CP1471,velocity,0,0
AL006128,C89481,business,18,JP,FR,68.04,card,CP3550,velocity,1,0
AL006129,C11518,retail,23,CA,FR,40565.45,cash,CP9268,pep_match,1,0
AL006130,C83488,retail,16,SG,KP,41142.71,wire,CP6497,dormant_reactivation,0,0
AL006131,C58254,retail,9,AE,KP,19552.53,ach,CP5826,pep_match,1,0
AL006132,C94856,retail,5,SG,JP,16088.08,ach,CP5448,pep_match,0,0
AL006133,C79312,retail,4,US,JP,25000.0,card,CP3455,round_amount,8,0
AL006134,C40282,retail,11,SG,US,100000.0,ach,CP2785,round_amount,0,0
AL006135,C76102,retail,6,GB,DE,9941.18,ach,CP8953,structuring,1,0
AL006136,C81411,retail,20,DE,GB,11622.07,cash,CP2211,high_risk_geo,0,0
AL006137,C16346,retail,16,JP,SG,9760.69,card,CP8511,structuring,3,1
AL006138,C12436,retail,2,JP,SG,3902.35,ach,CP1632,pep_match,0,0
AL006139,C61467,retail,20,US,GB,33019.21,ach,CP4634,pep_match,0,0
AL006140,C98224,retail,24,SG,NG,24797.96,card,CP1683,high_risk_geo,0,0
AL006141,C62920,business,2,FR,JP,18068.15,ach,CP2648,dormant_reactivation,2,0
AL006142,C26405,retail,17,TR,BR,21328.95,ach,CP2856,sanctions_match,0,0
AL006143,C42928,retail,24,DE,AU,12598.84,card,CP9937,high_risk_geo,8,0
AL006144,C82567,retail,5,DE,DE,9834.87,wire,CP1504,structuring,0,0
AL006145,C75887,retail,25,SG,JP,25597.02,ach,CP9015,pep_match,1,0
AL006146,C17256,private,0,MM,FR,9706.33,wire,CP1084,structuring,2,1
AL006147,C89704,retail,7,DE,FR,331.39,card,CP3943,velocity,0,0
AL006148,C81314,business,8,GB,GB,5000.0,ach,CP3227,round_amount,0,0
AL006149,C84456,business,6,SG,GB,215822.33,ach,CP3788,sanctions_match,1,0
AL006150,C31041,retail,9,ZA,SG,35857.13,card,CP3399,pep_match,1,0
AL006151,C47830,retail,22,US,BR,26804.97,ach,CP3080,pep_match,3,0
AL006152,C42344,private,4,IR,CA,9854.8,ach,CP2442,structuring,1,0
AL006153,C19858,retail,4,JP,AU,33944.08,card,CP2656,dormant_reactivation,0,0
AL006154,C74778,retail,8,GB,SG,4832.52,card,CP6004,velocity,3,0
AL006155,C28456,retail,10,US,JP,3337.3,wire,CP6224,dormant_reactivation,0,0
AL006156,C58988,retail,14,MX,CA,90409.97,cash,CP1138,sanctions_match,3,0
AL006157,C95750,retail,16,JP,GB,1536.47,wire,CP4738,velocity,0,0
AL006158,C52294,private,17,GB,NG,35135.16,card,CP8472,dormant_reactivation,0,1
AL006159,C61721,retail,17,SG,DE,9461.35,wire,CP2472,structuring,0,0
AL006160,C94469,retail,13,SG,TR,41301.03,ach,CP6632,sanctions_match,3,0
AL006161,C20549,retail,21,MM,JP,42375.48,ach,CP5351,pep_match,3,0
AL006162,C42122,retail,21,GB,JP,647.54,ach,CP5134,velocity,0,0
AL006163,C26820,retail,23,US,US,2737.66,wire,CP9072,velocity,0,0
AL006164,C25790,retail,7,US,CA,91727.81,card,CP2067,sanctions_match,2,0
AL006165,C39395,retail,19,ZA,JP,2308.83,ach,CP9482,velocity,3,0
AL006166,C66522,retail,8,US,FR,50000.0,ach,CP2426,round_amount,8,0
AL006167,C36590,business,3,US,JP,9813.36,card,CP1131,structuring,1,0
AL006168,C93447,retail,18,CA,AE,8904.42,ach,CP1045,structuring,0,1
AL006169,C72703,private,15,AE,KP,3526.63,ach,CP8819,velocity,1,0
AL006170,C54849,retail,5,BR,FR,223245.3,wire,CP4209,sanctions_match,0,0
AL006171,C35500,business,19,SG,SG,8969.68,cash,CP9109,structuring,0,0
AL006172,C98284,retail,17,AU,DE,24910.7,ach,CP1753,pep_match,0,0
AL006173,C18862,business,22,US,DE,25000.0,cash,CP1707,round_amount,0,0
AL006174,C82810,retail,9,SG,SG,17374.13,card,CP1917,pep_match,3,0
AL006175,C73546,retail,16,US,AU,19290.12,wire,CP5353,high_risk_geo,0,0
AL006176,C39678,retail,0,AU,MX,17844.94,wire,CP3929,high_risk_geo,0,0
AL006177,C26808,private,5,FR,NG,28402.7,wire,CP6378,dormant_reactivation,0,0
AL006178,C13071,retail,14,AU,JP,27194.57,card,CP5229,dormant_reactivation,3,0
AL006179,C86928,retail,0,DE,FR,8382.81,ach,CP1965,structuring,0,0
AL006180,C38257,retail,4,SG,SG,10000.0,wire,CP1858,round_amount,0,0
AL006181,C28642,retail,10,SG,JP,9022.45,ach,CP7557,structuring,0,0
AL006182,C63214,retail,15,GB,CA,18124.95,ach,CP4716,pep_match,1,0
AL006183,C63596,retail,8,AU,US,8659.87,card,CP9777,structuring,0,0
AL006184,C37215,retail,3,ZA,DE,100000.0,wire,CP1168,round_amount,0,0
AL006185,C50140,retail,21,JP,FR,80742.47,ach,CP9537,sanctions_match,0,0
AL006186,C95861,retail,17,BR,DE,34226.86,card,CP4997,dormant_reactivation,0,0
AL006187,C10834,retail,4,GB,AE,3546.42,wire,CP9755,velocity,1,0
AL006188,C21398,business,15,CA,BR,9403.65,ach,CP2051,dormant_reactivation,1,0
AL006189,C32619,business,7,GB,FR,21601.97,ach,CP9999,high_risk_geo,0,0
AL006190,C24161,retail,24,JP,US,93458.8,cash,CP7810,sanctions_match,1,0
AL006191,C36752,retail,19,DE,AE,9268.92,ach,CP3271,structuring,8,0
AL006192,C46933,retail,2,DE,AU,50000.0,wire,CP2101,round_amount,0,0
AL006193,C54419,business,6,DE,CA,22209.3,ach,CP1757,dormant_reactivation,0,0
AL006194,C13627,retail,8,US,MX,10000.0,wire,CP8314,round_amount,1,0
AL006195,C99454,retail,0,GB,DE,41203.24,ach,CP2033,dormant_reactivation,0,0
AL006196,C32694,business,5,CA,SG,9404.98,cash,CP1813,structuring,0,0
AL006197,C87753,retail,9,ZA,US,5444.7,cash,CP9267,dormant_reactivation,0,0
AL006198,C44840,retail,20,AU,AU,10000.0,ach,CP2045,round_amount,0,0
AL006199,C19187,private,18,JP,TR,48509.05,wire,CP7457,dormant_reactivation,0,0
AL006200,C46892,private,5,CA,SG,2485.48,card,CP4426,velocity,2,0
AL006201,C12506,business,6,AU,FR,21674.57,ach,CP5362,dormant_reactivation,1,0
AL006202,C61507,retail,11,US,CA,3472.47,ach,CP1550,velocity,5,1
AL006203,C94016,retail,24,JP,ZA,2072.03,ach,CP7789,velocity,8,0
AL006204,C73571,business,23,TR,TR,17496.73,wire,CP7170,high_risk_geo,0,0
AL006205,C67181,retail,7,TR,ZA,20467.73,wire,CP2927,high_risk_geo,0,0
AL006206,C16235,retail,15,BR,SG,49728.35,ach,CP2318,dormant_reactivation,1,0
AL006207,C53229,retail,20,AE,AU,29354.96,ach,CP6581,dormant_reactivation,0,0
AL006208,C77199,retail,14,GB,SG,13834.15,wire,CP5843,pep_match,1,0
AL006209,C64862,retail,25,SG,AE,8761.72,ach,CP8230,structuring,8,1
AL006210,C75606,private,19,DE,DE,18884.74,card,CP9404,pep_match,0,0
AL006211,C61710,retail,17,US,GB,583.29,ach,CP1741,velocity,3,0
AL006212,C14370,retail,0,DE,FR,212748.34,card,CP2204,sanctions_match,0,1
AL006213,C88244,retail,6,AU,GB,9812.79,card,CP8978,structuring,1,0
AL006214,C32310,business,4,TR,DE,9256.33,wire,CP9893,structuring,2,0
AL006215,C63099,retail,9,GB,US,10000.0,wire,CP1716,round_amount,0,0
AL006216,C32923,retail,0,GB,AU,5503.93,card,CP8595,high_risk_geo,0,0
AL006217,C66705,retail,20,US,MX,281.95,card,CP3169,velocity,0,0
AL006218,C68176,retail,9,SG,JP,9062.96,wire,CP5367,structuring,3,1
AL006219,C63916,retail,4,AU,US,45494.79,ach,CP6435,pep_match,0,0
AL006220,C89783,business,5,TR,FR,9776.69,cash,CP1810,high_risk_geo,3,0
AL006221,C27783,retail,6,MX,DE,3373.68,cash,CP4822,velocity,0,0
AL006222,C88291,retail,21,AE,JP,8289.11,card,CP8555,structuring,2,0
AL006223,C17779,retail,8,FR,JP,9491.52,wire,CP6802,structuring,2,1
AL006224,C81863,retail,3,DE,US,22687.15,ach,CP8787,dormant_reactivation,0,0
AL006225,C66921,private,0,JP,US,202996.72,card,CP8468,sanctions_match,2,0
AL006226,C30945,retail,10,AU,CA,8845.24,card,CP8912,structuring,0,0
AL006227,C24336,retail,0,DE,GB,14050.63,ach,CP2000,sanctions_match,0,0
AL006228,C79446,retail,17,GB,TR,193338.25,card,CP8881,sanctions_match,0,0
AL006229,C61635,retail,2,FR,GB,25000.0,wire,CP3886,round_amount,0,0
AL006230,C21699,private,15,VE,JP,4585.63,ach,CP6199,velocity,0,0
AL006231,C39725,retail,4,GB,NG,2753.28,ach,CP8692,pep_match,0,0
AL006232,C61362,retail,4,SG,FR,30579.8,wire,CP7635,pep_match,0,0
AL006233,C39335,retail,3,FR,GB,9763.45,card,CP2604,structuring,0,0
AL006234,C11443,business,8,BR,SG,1488.43,ach,CP3630,dormant_reactivation,1,0
AL006235,C55866,retail,5,ZA,JP,126126.76,card,CP9189,sanctions_match,0,1
AL006236,C67881,retail,2,CA,FR,9300.41,ach,CP4948,structuring,0,0
AL006237,C96322,retail,3,AE,SG,23198.11,cash,CP6485,high_risk_geo,1,0
AL006238,C34535,business,4,SG,FR,41786.77,ach,CP7355,dormant_reactivation,0,0
AL006239,C85228,retail,21,AU,DE,14739.9,wire,CP6236,dormant_reactivation,0,0
AL006240,C60575,retail,8,JP,MX,46211.28,wire,CP4872,dormant_reactivation,1,0
AL006241,C28220,retail,23,GB,US,38199.36,cash,CP8033,pep_match,2,0
AL006242,C88808,retail,15,US,FR,4333.51,ach,CP9334,velocity,0,0
AL006243,C91102,business,6,VE,GB,13271.58,card,CP9530,high_risk_geo,0,0
AL006244,C52175,business,5,TR,US,2874.07,ach,CP1480,velocity,0,0
AL006245,C27006,business,6,JP,JP,10921.64,card,CP2092,pep_match,0,0
AL006246,C34302,retail,2,SG,IR,25000.0,wire,CP7727,round_amount,2,0
AL006247,C52414,retail,11,BR,DE,74985.92,ach,CP9424,sanctions_match,0,0
AL006248,C23477,retail,12,US,ZA,46151.88,card,CP2978,dormant_reactivation,0,0
AL006249,C53242,retail,12,US,JP,8576.43,ach,CP1680,structuring,0,1
AL006250,C22259,business,11,CA,US,42004.48,wire,CP1993,pep_match,1,0
AL006251,C86789,business,2,SG,AE,9172.59,wire,CP6061,structuring,2,0
AL006252,C29914,retail,0,NG,US,49850.09,card,CP8737,sanctions_match,8,0
AL006253,C95150,retail,10,JP,JP,5000.0,ach,CP2762,round_amount,1,0
AL006254,C35843,retail,20,FR,JP,3130.99,wire,CP7410,dormant_reactivation,0,0
AL006255,C95088,retail,9,CA,DE,246438.94,card,CP3793,sanctions_match,0,0
AL006256,C81816,business,23,GB,US,41565.64,ach,CP4772,pep_match,0,0
AL006257,C96243,retail,8,AU,AU,50000.0,ach,CP3463,round_amount,3,0
AL006258,C86564,retail,15,CA,US,10000.0,card,CP6045,round_amount,1,0
AL006259,C24858,retail,0,US,US,188831.09,card,CP6479,sanctions_match,1,1
AL006260,C87383,retail,3,FR,DE,29337.07,ach,CP9074,pep_match,0,1
AL006261,C28628,business,12,AE,FR,14176.67,wire,CP6227,dormant_reactivation,3,1
AL006262,C88386,retail,1,GB,CA,5000.0,wire,CP6296,round_amount,1,0
AL006263,C85085,business,17,AE,FR,9770.98,cash,CP2729,structuring,1,0
AL006264,C93081,retail,0,US,AU,4305.32,ach,CP1632,velocity,1,0
AL006265,C82932,retail,7,JP,AU,44092.9,ach,CP3139,pep_match,3,0
AL006266,C11503,retail,4,MX,US,12706.08,wire,CP6682,dormant_reactivation,0,0
AL006267,C94392,retail,13,ZA,SY,5074.36,ach,CP2457,pep_match,0,0
AL006268,C93272,retail,7,GB,AU,4679.2,ach,CP7597,dormant_reactivation,2,0
AL006269,C56561,private,21,JP,DE,50000.0,wire,CP6922,round_amount,0,0
AL006270,C17528,retail,19,FR,DE,4237.54,card,CP8383,sanctions_match,0,0
AL006271,C75686,retail,4,GB,SG,47663.32,ach,CP9459,pep_match,0,0
AL006272,C89680,private,11,AE,IR,9138.63,ach,CP1834,dormant_reactivation,1,0
AL006273,C73744,business,13,FR,US,908.24,wire,CP2673,velocity,0,0
AL006274,C12521,private,24,MX,TR,43872.45,ach,CP2214,dormant_reactivation,1,0
AL006275,C25740,retail,25,US,MX,28252.84,ach,CP5529,pep_match,1,0
AL006276,C30492,retail,5,GB,US,1631.45,cash,CP6837,velocity,1,0
AL006277,C98516,business,19,FR,US,10000.0,wire,CP6957,round_amount,2,0
AL006278,C61527,retail,9,US,DE,41906.06,ach,CP5048,pep_match,1,0
AL006279,C42040,business,9,JP,US,5000.0,card,CP4924,round_amount,1,0
AL006280,C21732,retail,21,JP,IR,29067.6,card,CP9532,pep_match,1,0
AL006281,C59329,retail,7,DE,JP,6318.29,wire,CP7375,high_risk_geo,0,0
AL006282,C78036,retail,5,US,CA,18992.87,card,CP6818,high_risk_geo,0,0
AL006283,C69599,retail,21,CA,DE,4498.15,ach,CP8975,velocity,0,0
AL006284,C75048,retail,9,US,JP,19897.01,ach,CP1873,dormant_reactivation,0,0
AL006285,C21851,private,2,DE,NG,122577.0,ach,CP5095,high_risk_geo,0,0
AL006286,C43885,retail,3,SG,JP,21870.67,ach,CP8768,high_risk_geo,1,0
AL006287,C59007,retail,21,DE,ZA,8657.08,wire,CP3109,structuring,0,0
AL006288,C47379,retail,4,FR,US,3743.66,ach,CP4946,velocity,0,0
AL006289,C35980,business,19,AU,JP,139805.33,ach,CP7514,sanctions_match,1,0
AL006290,C37815,retail,17,NG,GB,15819.94,wire,CP4057,high_risk_geo,0,0
AL006291,C52089,retail,10,US,JP,17286.79,ach,CP3838,high_risk_geo,1,0
AL006292,C62183,retail,20,DE,GB,9800.04,wire,CP1286,structuring,0,0
AL006293,C95011,business,21,CA,GB,77529.3,wire,CP1981,sanctions_match,0,1
AL006294,C77641,private,24,FR,ZA,4300.3,ach,CP9542,velocity,2,0
AL006295,C95800,retail,8,AU,DE,37835.08,card,CP7804,pep_match,0,1
AL006296,C49127,retail,15,IR,GB,37111.11,ach,CP4142,pep_match,2,1
AL006297,C89834,retail,12,FR,AU,120357.54,card,CP4980,sanctions_match,0,0
AL006298,C47287,business,22,CA,MX,7896.94,card,CP9060,structuring,0,0
AL006299,C26118,retail,9,JP,BR,9963.18,card,CP1592,pep_match,0,0
AL006300,C68163,retail,24,GB,FR,9614.45,wire,CP5237,structuring,8,1
AL006301,C64974,retail,2,JP,GB,87107.16,ach,CP9992,sanctions_match,0,0
AL006302,C79118,retail,16,US,AU,5000.0,ach,CP1151,round_amount,3,0
AL006303,C91392,retail,19,DE,DE,7572.49,ach,CP2308,high_risk_geo,0,0
AL006304,C88121,retail,3,KP,JP,9023.2,ach,CP3777,structuring,0,1
AL006305,C18769,retail,0,US,DE,39412.68,cash,CP4402,pep_match,2,0
AL006306,C89891,retail,5,JP,DE,15257.43,card,CP8245,high_risk_geo,2,0
AL006307,C11816,retail,2,US,JP,3467.99,ach,CP2478,velocity,0,0
AL006308,C41148,retail,15,AE,CA,6058.2,ach,CP5855,dormant_reactivation,0,0
